,Unnamed: 0,Unnamed: 0.2,Date,Scheme,Goals,xG,Shots,Shots on Target,Shot Accuracy,Passes,Passes on Target,Pass Accuracy,"Possession, %",Losses,Low Losses,Medium Losses,High Losses,Recoveries,Low Recoveries,Medium Recoveries,High Recoveries,Duels,Duels won,Duel win %,Shots from outside,Shots from outside on target,Shots from outside accuracy,Positional attacks,Positional attacks with shots,Positional attacks with shots %,Counterattacks,Counterattacks with shots,Counterattacks with shots %,Set pieces,Set pieces with shots,Set pieces with shots %,Corners,Corners with shots,Corners with shots %,Free kicks,Free kicks with shots,Free kicks with shots %,Penalties,Penalties converted,Penalties converted %,Crosses,Crosses accurate,Crosses accurate %,Deep completed crosses,Deep completed passes,Penalty area entries (runs / crosses),Penalty area entries runs,Penalty area entries crosses,Touches in penalty area,Offensive duels,Offensive duels won,Offensive duels won %,Offsides,Conceded goals,Shots against,Shots against on target,Shots against on target %,Defensive duels,Defensive duels won,Defensive duels won %,Aerial duels,Aerial duels won,Aerial duels won %,Sliding tackles,Sliding tackles successful,Sliding tackles successful %,Interceptions,Clearances,Fouls,Yellow cards,Red cards,Forward passes,Forward passes accurate,Forward passes accurate %,Back passes,Back passes accurate,Back passes accurate %,Lateral passes,Lateral passes accurate,Lateral passes accurate %,Long passes,Long passes accurate,Long passes accurate %,Passes to final third,Passes to final third accurate,Passes to final third accurate %,Progressive passes,Progressive passes accurate,Progressive passes accurate %,Smart passes,Smart passes accurate,Smart passes accurate %,Throw ins,Throw ins accurate,Throw ins accurate %,Goal kicks,Match tempo,Average passes per possession,Long pass %,Average shot distance,Average pass length,PPDA,Home,Win
120,120,120,2019-10-05,4,2,2.03,6,4,66.67,473,404,85.41,48.91,99,17,39,43,92,33,40,19,223,96,43.05,2,1,50.0,27,3,11.11,7,0,0.0,18,2,11.11,2,0,0.0,3,1,33.33,1,1,100,7,2,28.57,2,9,19,2,3,14,87,30,34.48,4,1,9,5,55.56,51,32,62.75,51,20,39.22,2,2,100.0,42,19,7,2,0,160,124,77.5,66,61,92.42,161,148,91.93,52,27,51.92,57,38,66.67,78,60,76.92,8,4,50.0,19,18,94.74,3,17.41,4.88,10.99,15.44,19.27,11.92,0,2
121,121,121,2019-09-28,10,2,1.83,12,3,25.0,394,331,84.01,46.54,96,14,25,57,82,31,35,16,225,98,43.56,3,1,33.33,34,6,17.65,5,1,20.0,22,4,18.18,6,1,16.67,1,0,0.0,1,1,100,19,5,26.32,6,13,27,2,11,23,82,32,39.02,2,0,10,3,30.0,72,35,48.61,31,19,61.29,0,0,0.0,45,15,14,3,0,143,109,76.22,62,60,96.77,118,104,88.14,42,24,57.14,70,51,72.86,86,72,83.72,3,2,66.67,23,21,91.3,7,15.91,3.58,10.66,15.46,21.12,10.84,1,2
122,122,122,2019-09-22,10,1,1.07,13,4,30.77,428,363,84.81,53.33,100,8,36,56,81,32,36,13,270,113,41.85,6,0,0.0,36,4,11.11,5,1,20.0,22,5,22.73,6,1,16.67,3,2,66.67,0,0,0,11,1,9.09,0,12,27,7,2,22,116,42,36.21,1,1,13,6,46.15,70,41,58.57,39,16,41.03,7,6,85.71,46,17,7,2,0,159,129,81.13,64,59,92.19,133,117,87.97,31,21,67.74,51,39,76.47,68,62,91.18,9,4,44.44,32,29,90.63,6,15.69,3.86,7.24,19.61,19.36,8.43,1,1
123,123,123,2019-09-14,8,0,1.06,11,6,54.55,306,253,82.68,36.98,96,25,44,27,65,35,22,8,197,101,51.27,4,3,75.0,18,5,27.78,3,2,66.67,33,4,12.12,3,2,66.67,3,2,66.67,0,0,0,4,1,25.0,1,6,14,4,3,12,83,49,59.04,0,4,13,7,53.85,44,25,56.82,38,13,34.21,3,2,66.67,48,14,10,3,0,115,86,74.78,53,48,90.57,93,85,91.4,29,18,62.07,27,19,70.37,56,35,62.5,5,0,0.0,16,13,81.25,12,16.18,3.06,9.48,16.62,19.04,16.5,0,0
124,124,124,2019-08-31,10,1,2.53,19,5,26.32,389,321,82.52,54.23,94,14,19,61,79,34,25,20,209,114,54.55,8,3,37.5,36,8,22.22,2,1,50.0,33,6,18.18,13,6,46.15,6,2,33.33,0,0,0,24,7,29.17,7,19,38,1,10,34,69,35,50.72,2,0,9,2,22.22,76,48,63.16,28,12,42.86,2,1,50.0,31,10,14,2,0,158,127,80.38,52,49,94.23,135,115,85.19,32,16,50.0,52,39,75.0,91,73,80.22,10,4,40.0,14,12,85.71,4,14.9,3.41,8.23,17.36,20.78,7.68,1,2
125,125,125,2019-08-24,4,2,0.49,4,3,75.0,199,143,71.86,29.36,91,37,26,28,65,36,22,7,249,112,44.98,0,0,0.0,9,2,22.22,2,2,100.0,24,0,0.0,1,0,0.0,2,0,0.0,0,0,0,7,0,0.0,1,2,10,3,4,12,59,25,42.37,0,1,20,4,20.0,98,55,56.12,54,20,37.04,6,2,33.33,50,28,18,4,0,74,49,66.22,23,20,86.96,64,48,75.0,30,16,53.33,27,16,59.26,48,25,52.08,0,0,0.0,14,12,85.71,20,14.72,2.49,15.08,14.8,19.22,17.8,0,2
126,126,126,2019-08-18,3,0,0.15,6,3,50.0,457,385,84.25,53.5,111,34,29,48,73,29,34,10,254,117,46.06,4,2,50.0,29,5,17.24,1,0,0.0,27,0,0.0,4,0,0.0,8,0,0.0,0,0,0,6,1,16.67,1,9,16,1,4,5,77,32,41.56,2,1,14,4,28.57,61,41,67.21,45,20,44.44,1,1,100.0,43,21,11,1,0,156,119,76.28,73,65,89.04,155,142,91.61,48,28,58.33,72,52,72.22,90,67,74.44,8,3,37.5,34,33,97.06,9,15.36,3.91,10.5,21.75,19.19,11.88,0,0
127,127,127,2019-08-10,3,0,0.99,6,2,33.33,240,167,69.58,37.2,118,17,51,50,95,34,44,17,267,131,49.06,0,0,0.0,16,1,6.25,8,2,25.0,28,3,10.71,6,1,16.67,2,0,0.0,0,0,0,13,1,7.69,2,10,20,1,6,13,86,34,39.53,4,0,10,3,30.0,74,46,62.16,53,34,64.15,3,0,0.0,60,30,16,2,0,101,65,64.36,27,23,85.19,69,52,75.36,31,13,41.94,29,16,55.17,51,29,56.86,8,5,62.5,30,24,80.0,10,14.13,1.95,12.92,14.18,19.6,7.24,1,1
128,128,128,2019-05-12,3,5,2.37,16,8,50.0,423,349,82.51,44.26,110,15,42,53,72,29,31,12,207,80,38.65,5,0,0.0,25,8,32.0,7,5,71.43,21,3,14.29,4,0,0.0,2,0,0.0,0,0,0,17,6,35.29,6,12,22,1,8,24,72,26,36.11,3,3,16,10,62.5,74,34,45.95,32,11,34.38,1,0,0.0,45,10,11,3,0,164,126,76.83,67,65,97.01,99,82,82.83,40,19,47.5,47,37,78.72,80,60,75.0,8,2,25.0,19,18,94.74,13,18.09,4.55,9.46,17.08,18.72,11.29,1,2
129,129,129,2019-05-04,3,3,3.47,21,7,33.33,414,340,82.13,59.92,114,23,38,53,107,61,33,13,315,150,47.62,8,4,50.0,30,10,33.33,12,7,58.33,25,3,12.0,5,2,40.0,5,1,20.0,0,0,0,7,4,57.14,4,15,23,4,4,31,127,51,40.16,2,2,18,10,55.56,75,46,61.33,57,23,40.35,7,5,71.43,45,24,11,0,0,163,132,80.98,70,64,91.43,120,98,81.67,33,18,54.55,56,41,73.21,110,82,74.55,16,5,31.25,21,17,80.95,8,16.08,3.21,7.97,17.9,18.15,5.77,0,2
130,130,130,2019-04-27,3,0,0.21,5,0,0.0,293,213,72.7,35.72,149,37,52,60,97,50,29,18,256,122,47.66,3,0,0.0,23,0,0.0,2,0,0.0,28,5,17.86,5,2,40.0,4,2,50.0,0,0,0,8,1,12.5,1,6,14,0,4,10,88,36,40.91,3,0,15,3,20.0,59,36,61.02,50,25,50.0,6,3,50.0,68,27,10,2,0,131,86,65.65,37,33,89.19,66,53,80.3,32,16,50.0,35,23,65.71,63,37,58.73,5,2,40.0,18,13,72.22,9,17.37,2.64,10.92,19.95,18.26,12.15,1,1
131,131,131,2019-04-21,3,3,2.92,13,7,53.85,215,161,74.88,29.6,110,35,45,30,80,46,25,9,229,110,48.03,2,1,50.0,19,4,21.05,7,2,28.57,27,7,25.93,3,2,66.67,7,3,42.86,0,0,0,8,1,12.5,1,11,18,2,4,22,76,29,38.16,2,2,11,6,54.55,95,53,55.79,23,13,56.52,4,2,50.0,58,35,12,1,0,92,64,69.57,25,21,84.0,62,49,79.03,23,12,52.17,23,16,69.57,52,33,63.46,8,3,37.5,15,11,73.33,10,14.01,2.17,10.7,12.72,17.43,14.14,0,2
132,132,132,2019-04-14,8,1,0.74,7,3,42.86,261,194,74.33,27.82,105,28,40,37,66,35,20,11,231,109,47.19,4,1,25.0,15,5,33.33,0,0,0.0,23,1,4.35,2,1,50.0,3,0,0.0,0,0,0,8,2,25.0,2,3,13,1,7,9,76,24,31.58,1,3,18,6,33.33,84,55,65.48,33,16,48.48,12,8,66.67,55,17,6,0,0,104,65,62.5,42,37,88.1,71,59,83.1,44,24,54.55,27,18,66.67,68,36,52.94,0,0,0.0,7,7,100.0,12,16.72,3.07,16.86,21.77,19.84,22.37,1,0
133,133,133,2019-04-06,3,1,1.26,4,1,25.0,357,287,80.39,46.33,107,33,42,32,74,37,28,9,197,100,50.76,0,0,0.0,14,0,0.0,5,1,20.0,31,2,6.45,4,1,25.0,0,0,0.0,1,1,100,13,4,30.77,3,5,19,3,6,11,65,29,44.62,3,0,15,5,33.33,56,33,58.93,47,23,48.94,2,1,50.0,41,25,13,2,0,114,75,65.79,50,42,84.0,127,115,90.55,29,11,37.93,34,26,76.47,64,37,57.81,5,3,60.0,19,18,94.74,14,16.22,3.57,8.12,10.87,18.22,19.92,0,2
134,134,134,2019-04-03,10,0,0.57,6,2,33.33,364,294,80.77,37.74,108,31,42,35,68,47,17,4,203,91,44.83,3,1,33.33,12,3,25.0,5,2,40.0,17,1,5.88,2,1,50.0,1,0,0.0,0,0,0,3,1,33.33,1,1,9,2,1,6,57,27,47.37,4,2,24,10,41.67,70,39,55.71,36,12,33.33,4,2,50.0,65,11,5,0,0,140,97,69.29,62,59,95.16,109,97,88.99,49,27,55.1,42,26,61.9,73,41,56.16,2,1,50.0,11,9,81.82,11,16.17,3.71,13.46,20.29,20.21,31.0,0,0
135,135,135,2019-03-30,10,2,2.06,16,5,31.25,398,313,78.64,45.26,115,20,52,43,79,32,40,7,240,102,42.5,6,2,33.33,26,11,42.31,4,1,25.0,21,3,14.29,5,2,40.0,1,0,0.0,1,1,100,10,3,30.0,3,9,24,4,5,18,95,26,27.37,5,0,14,5,35.71,71,40,56.34,46,24,52.17,6,2,33.33,45,11,10,0,0,162,111,68.52,55,47,85.45,102,89,87.25,50,19,38.0,49,29,59.18,84,53,63.1,7,3,42.86,27,22,81.48,7,17.2,3.79,12.56,18.36,19.28,12.95,1,2
136,136,136,2019-03-09,10,1,2.26,14,2,14.29,562,464,82.56,63.44,133,7,43,83,93,33,39,21,273,147,53.85,7,1,14.29,45,10,22.22,1,0,0.0,30,3,10.0,8,1,12.5,3,0,0.0,1,1,100,19,2,10.53,4,16,36,4,12,22,111,48,43.24,1,2,4,3,75.0,70,51,72.86,34,18,52.94,4,3,75.0,33,13,8,1,0,216,163,75.46,68,62,91.18,186,164,88.17,50,26,52.0,78,54,69.23,88,70,79.55,11,4,36.36,27,26,96.3,4,16.38,4.5,8.9,17.44,19.43,5.95,1,0
137,137,137,2019-03-02,8,3,1.05,10,3,30.0,315,244,77.46,46.77,108,35,33,40,98,56,35,7,264,133,50.38,5,0,0.0,20,6,30.0,3,1,33.33,30,3,10.0,5,2,40.0,3,0,0.0,0,0,0,12,2,16.67,3,10,19,0,4,18,79,36,45.57,0,1,16,6,37.5,59,45,76.27,61,25,40.98,5,2,40.0,52,41,9,2,0,128,93,72.66,42,42,100.0,88,64,72.73,44,22,50.0,41,28,68.29,71,45,63.38,3,1,33.33,16,15,93.75,19,14.2,2.84,13.97,20.49,18.54,14.94,0,2
138,138,138,2019-02-27,10,1,1.6,17,2,11.76,371,306,82.48,49.52,88,6,34,48,68,34,21,13,220,96,43.64,7,1,14.29,35,12,34.29,1,1,100.0,19,3,15.79,5,3,60.0,4,1,25.0,0,0,0,21,12,57.14,14,8,24,1,13,28,85,34,40.0,2,3,13,4,30.77,68,40,58.82,45,12,26.67,4,2,50.0,43,7,8,2,0,144,111,77.08,43,40,93.02,130,111,85.38,33,19,57.58,51,39,76.47,81,66,81.48,0,0,0.0,22,22,100.0,11,15.62,4.03,8.89,18.45,19.34,11.04,1,0
139,139,139,2019-02-23,10,4,1.71,7,6,85.71,263,214,81.37,38.07,105,28,42,35,62,39,16,7,218,86,39.45,1,1,100.0,18,2,11.11,9,2,22.22,15,2,13.33,3,0,0.0,0,0,0.0,1,1,100,8,4,50.0,4,3,9,1,5,9,66,18,27.27,1,1,24,5,20.83,73,39,53.42,47,20,42.55,5,3,60.0,61,38,14,1,0,105,76,72.38,39,37,94.87,75,65,86.67,35,19,54.29,34,20,58.82,53,39,73.58,3,1,33.33,23,18,78.26,11,14.48,2.53,13.31,13.57,20.0,14.84,0,2
140,140,140,2019-02-09,10,1,1.66,19,5,26.32,494,412,83.4,60.28,117,14,29,74,89,38,33,18,217,109,50.23,7,0,0.0,43,11,25.58,1,0,0.0,25,7,28.0,10,0,0.0,3,2,66.67,0,0,0,31,11,35.48,11,20,36,1,16,37,82,37,45.12,4,1,7,4,57.14,59,37,62.71,25,14,56.0,7,3,42.86,39,17,12,3,0,193,154,79.79,50,45,90.0,173,149,86.13,41,23,56.1,77,61,79.22,106,88,83.02,19,12,63.16,25,23,92.0,6,15.59,4.3,8.3,18.05,20.32,10.65,1,1
141,141,141,2019-02-02,3,2,3.01,16,8,50.0,344,274,79.65,41.09,107,17,43,47,73,31,31,11,206,107,51.94,4,1,25.0,28,10,35.71,2,0,0.0,32,4,12.5,11,4,36.36,5,0,0.0,1,1,100,21,6,28.57,9,13,29,2,14,18,65,30,46.15,1,0,6,0,0.0,74,48,64.86,45,21,46.67,7,4,57.14,51,17,9,2,0,143,104,72.73,53,51,96.23,88,70,79.55,30,13,43.33,45,32,71.11,75,54,72.0,3,1,33.33,20,16,80.0,11,15.86,3.25,8.72,14.01,20.0,19.85,1,2
142,142,142,2019-01-30,10,1,0.99,13,3,23.08,342,272,79.53,43.85,105,19,42,44,87,41,33,13,236,113,47.88,8,1,12.5,23,6,26.09,5,2,40.0,28,5,17.86,8,3,37.5,3,1,33.33,0,0,0,11,3,27.27,3,7,18,7,4,17,95,37,38.95,0,1,12,4,33.33,55,42,76.36,46,19,41.3,8,4,50.0,45,11,8,4,1,132,89,67.42,54,50,92.59,99,86,86.87,55,24,43.64,38,23,60.53,67,43,64.18,8,4,50.0,28,26,92.86,9,14.85,3.08,16.08,18.37,19.66,17.61,0,1
143,143,143,2019-01-19,8,3,0.94,7,3,42.86,276,216,78.26,33.05,100,38,30,32,70,50,15,5,231,108,46.75,1,0,0.0,17,4,23.53,4,0,0.0,20,3,15.0,3,1,33.33,1,1,100.0,0,0,0,11,5,45.45,5,3,14,2,6,9,70,24,34.29,2,4,17,9,52.94,67,42,62.69,37,19,51.35,17,11,64.71,60,25,10,1,0,117,86,73.5,37,34,91.89,81,64,79.01,50,27,54.0,44,27,61.36,72,51,70.83,3,2,66.67,10,9,90.0,13,14.53,2.91,18.12,13.53,21.44,19.82,0,0
144,144,144,2019-01-12,10,1,1.41,13,6,46.15,385,319,82.86,54.76,102,17,40,45,86,30,41,15,252,134,53.17,5,3,60.0,37,9,24.32,5,0,0.0,27,4,14.81,7,3,42.86,7,0,0.0,0,0,0,22,6,27.27,6,12,27,3,12,25,87,45,51.72,3,2,15,2,13.33,60,44,73.33,56,29,51.79,14,9,64.29,43,24,11,1,0,144,112,77.78,54,52,96.3,113,94,83.19,42,28,66.67,44,32,72.73,73,56,76.71,2,0,0.0,23,22,95.65,7,15.43,3.5,10.91,17.49,20.2,6.32,1,0
145,145,145,2019-01-02,10,2,2.78,16,4,25.0,468,394,84.19,49.79,105,12,33,60,87,25,39,23,247,116,46.96,7,2,28.57,38,10,26.32,7,2,28.57,25,3,12.0,10,3,30.0,2,1,50.0,1,1,100,21,3,14.29,4,10,25,5,9,23,105,47,44.76,0,0,8,1,12.5,54,36,66.67,45,17,37.78,5,3,60.0,47,9,7,1,0,162,128,79.01,69,60,86.96,144,128,88.89,29,17,58.62,54,39,72.22,67,55,82.09,9,6,66.67,23,23,100.0,9,15.89,4.25,6.2,17.57,17.58,14.72,0,2
146,146,146,2018-12-30,8,0,0.35,3,0,0.0,383,309,80.68,34.56,113,32,39,42,72,42,24,6,186,81,43.55,0,0,0.0,20,2,10.0,1,0,0.0,20,1,5.0,3,0,0.0,3,1,33.33,0,0,0,12,7,58.33,5,6,15,0,6,8,60,20,33.33,3,1,13,4,30.77,62,39,62.9,29,12,41.38,5,2,40.0,60,24,11,0,0,157,113,71.97,56,52,92.86,123,111,90.24,39,16,41.03,51,34,66.67,98,62,63.27,4,1,25.0,19,18,94.74,8,18.68,4.07,10.18,14.34,20.48,20.7,1,0
147,147,147,2018-12-26,3,0,2.77,28,5,17.86,464,404,87.07,66.21,110,15,34,61,95,37,39,19,299,153,51.17,10,1,10.0,46,17,36.96,3,1,33.33,31,9,29.03,12,3,25.0,4,0,0.0,0,0,0,27,11,40.74,10,18,41,4,16,39,132,55,41.67,0,0,9,4,44.44,59,37,62.71,61,33,54.1,3,2,66.67,46,15,9,0,0,182,158,86.81,58,54,93.1,139,118,84.89,43,29,67.44,68,53,77.94,86,80,93.02,10,5,50.0,32,31,96.88,5,14.25,3.65,9.27,18.79,19.28,7.05,1,1
148,148,148,2018-12-22,8,3,1.23,4,3,75.0,179,130,72.63,24.58,99,41,31,27,58,40,13,5,224,106,47.32,1,1,100.0,8,0,0.0,3,1,33.33,17,2,11.76,0,0,0.0,1,1,100.0,1,1,100,2,2,100.0,1,1,7,1,1,3,71,27,38.03,1,2,16,5,31.25,79,54,68.35,41,14,34.15,4,2,50.0,68,49,6,4,0,84,52,61.9,25,22,88.0,40,33,82.5,33,14,42.42,23,12,52.17,43,21,48.84,3,2,66.67,12,9,75.0,14,12.36,2.13,18.44,15.36,20.53,41.0,0,2
149,149,149,2018-12-15,3,1,0.53,7,1,14.29,376,297,78.99,46.04,125,23,54,48,92,41,42,9,213,94,44.13,4,1,25.0,34,4,11.76,3,2,66.67,24,1,4.17,4,0,0.0,3,1,33.33,0,0,0,10,2,20.0,2,8,16,1,4,8,78,25,32.05,6,0,11,2,18.18,60,40,66.67,39,18,46.15,6,1,16.67,62,24,9,2,0,174,121,69.54,58,54,93.1,73,63,86.3,46,31,67.39,54,36,66.67,76,56,73.68,12,6,50.0,26,23,88.46,13,16.39,3.11,12.23,19.49,18.54,7.28,1,2
150,150,150,2018-12-08,3,2,0.81,7,3,42.86,453,383,84.55,52.76,121,27,32,62,94,41,31,22,237,109,45.99,3,1,33.33,36,3,8.33,1,0,0.0,20,3,15.0,3,2,66.67,4,0,0.0,0,0,0,19,3,15.79,3,6,25,3,9,15,91,43,47.25,0,3,13,6,46.15,74,43,58.11,37,12,32.43,3,1,33.33,53,22,9,2,0,166,136,81.93,56,51,91.07,144,123,85.42,34,21,61.76,65,55,84.62,77,66,85.71,5,2,40.0,14,12,85.71,7,15.77,4.58,7.51,19.23,17.59,8.79,0,0
151,151,151,2018-12-04,3,1,2.15,16,4,25.0,574,487,84.84,69.29,103,15,22,66,88,36,33,19,221,103,46.61,8,1,12.5,47,12,25.53,1,0,0.0,23,2,8.7,5,2,40.0,5,0,0.0,1,1,100,18,9,50.0,9,9,28,3,8,18,87,30,34.48,0,3,8,3,37.5,61,39,63.93,36,18,50.0,4,0,0.0,23,13,12,3,0,197,151,76.65,57,52,91.23,202,184,91.09,25,11,44.0,85,68,80.0,100,83,83.0,4,1,25.0,32,30,93.75,4,16.99,5.47,4.36,18.66,16.58,7.57,0,0
152,152,152,2018-12-01,3,2,3.01,27,8,29.63,502,416,82.87,60.3,102,18,31,53,92,43,24,25,212,90,42.45,13,4,30.77,41,16,39.02,9,4,44.44,24,6,25.0,10,3,30.0,2,1,50.0,0,0,0,17,7,41.18,6,21,35,7,6,42,93,34,36.56,1,0,3,0,0.0,40,26,65.0,57,20,35.09,2,0,0.0,38,16,9,1,0,192,152,79.17,66,63,95.45,137,120,87.59,38,23,60.53,55,41,74.55,101,75,74.26,16,6,37.5,26,24,92.31,4,15.71,4.25,7.57,20.26,17.67,9.14,1,2
153,153,153,2018-11-24,3,0,0.95,12,2,16.67,319,257,80.56,42.98,102,31,30,41,75,48,18,9,207,85,41.06,9,1,11.11,31,7,22.58,3,3,100.0,26,2,7.69,3,1,33.33,2,0,0.0,0,0,0,8,2,25.0,2,9,18,2,3,12,90,36,40.0,3,0,12,4,33.33,54,30,55.56,35,13,37.14,4,1,25.0,66,36,11,2,0,125,93,74.4,40,34,85.0,83,73,87.95,31,15,48.39,50,36,72.0,68,51,75.0,9,3,33.33,21,18,85.71,9,14.0,2.98,9.72,23.36,16.95,13.09,0,1
154,154,154,2018-11-10,3,0,0.9,7,3,42.86,309,212,68.61,35.09,122,28,42,52,91,47,32,12,267,128,47.94,3,1,33.33,30,4,13.33,1,0,0.0,25,3,12.0,10,1,10.0,4,0,0.0,0,0,0,20,3,15.0,4,5,15,1,6,16,79,27,34.18,4,1,9,2,22.22,87,58,66.67,42,19,45.24,9,7,77.78,63,27,12,1,0,136,81,59.56,44,38,86.36,63,47,74.6,45,15,33.33,40,20,50.0,65,34,52.31,3,1,33.33,23,19,82.61,4,17.02,2.6,14.56,17.6,21.85,11.42,1,0
155,155,155,2018-11-04,3,1,0.8,7,2,28.57,299,240,80.27,29.51,97,22,27,48,72,36,26,10,180,86,47.78,3,0,0.0,22,5,22.73,2,0,0.0,19,2,10.53,2,1,50.0,2,1,50.0,0,0,0,6,2,33.33,1,7,14,2,3,14,56,23,41.07,1,3,15,6,40.0,75,43,57.33,23,13,56.52,6,4,66.67,44,10,13,1,0,101,68,67.33,52,47,90.38,86,74,86.05,33,12,36.36,41,24,58.54,61,38,62.3,2,1,50.0,15,15,100.0,9,16.88,3.48,11.04,19.85,19.27,20.79,0,0
156,156,156,2018-10-28,3,2,2.35,13,2,15.38,379,305,80.47,41.06,107,16,36,55,88,30,43,15,207,100,48.31,5,0,0.0,35,5,14.29,2,0,0.0,29,6,20.69,8,3,37.5,6,2,33.33,2,2,100,15,2,13.33,2,9,21,4,5,20,86,40,46.51,2,2,8,3,37.5,60,39,65.0,30,14,46.67,7,3,42.86,36,7,10,1,0,149,112,75.17,64,59,92.19,104,89,85.58,38,21,55.26,67,50,74.63,83,67,80.72,4,2,50.0,23,21,91.3,5,17.21,3.41,10.03,19.33,20.8,19.95,1,1
157,157,157,2018-10-21,3,0,1.4,6,3,50.0,319,256,80.25,41.81,120,31,32,57,87,41,29,17,317,145,45.74,3,2,66.67,24,1,4.17,7,1,14.29,26,2,7.69,5,2,40.0,3,0,0.0,1,0,0,14,4,28.57,5,5,23,5,7,13,108,41,37.96,0,2,21,4,19.05,98,61,62.24,59,20,33.9,7,2,28.57,60,19,17,1,0,123,92,74.8,44,38,86.36,87,73,83.91,47,31,65.96,37,27,72.97,50,39,78.0,5,0,0.0,20,16,80.0,11,15.82,3.01,14.73,17.82,18.52,7.56,0,0
158,158,158,2018-10-06,3,0,1.63,11,4,36.36,623,528,84.75,68.33,122,18,35,69,93,39,40,14,210,99,47.14,6,2,33.33,35,6,17.14,1,0,0.0,26,4,15.38,6,2,33.33,7,2,28.57,0,0,0,15,3,20.0,3,5,17,2,7,14,99,39,39.39,1,1,8,2,25.0,61,34,55.74,33,17,51.52,10,7,70.0,44,15,11,3,0,214,166,77.57,111,103,92.79,211,195,92.42,47,22,46.81,79,54,68.35,109,94,86.24,3,0,0.0,30,28,93.33,8,17.18,5.77,7.54,18.8,20.21,5.44,1,0
159,159,159,2018-10-01,4,1,0.44,10,2,20.0,530,457,86.23,53.9,107,18,38,51,96,41,41,14,198,97,48.99,7,1,14.29,34,8,23.53,2,0,0.0,19,1,5.26,3,0,0.0,3,1,33.33,0,0,0,14,4,28.57,4,11,30,1,9,15,73,33,45.21,2,2,9,5,55.56,59,41,69.49,35,12,34.29,4,2,50.0,41,17,12,4,0,146,109,74.66,81,75,92.59,208,188,90.38,48,22,45.83,62,44,70.97,83,67,80.72,5,1,20.0,14,13,92.86,6,17.93,5.41,9.06,22.79,18.92,15.39,0,0
160,160,160,2018-09-22,10,0,1.04,15,4,26.67,458,382,83.41,61.52,115,20,42,53,97,29,43,25,298,137,45.97,7,3,42.86,45,7,15.56,2,0,0.0,23,5,21.74,9,2,22.22,7,2,28.57,0,0,0,17,6,35.29,5,11,21,1,10,20,106,49,46.23,2,0,5,3,60.0,57,38,66.67,54,23,42.59,7,4,57.14,47,18,8,1,0,161,117,72.67,71,65,91.55,150,140,93.33,35,24,68.57,47,34,72.34,78,61,78.21,4,2,50.0,35,31,88.57,4,16.05,3.69,7.64,19.07,19.42,6.25,1,1
161,161,161,2018-09-15,4,1,1.15,7,2,28.57,352,299,84.94,41.57,87,27,34,26,70,40,23,7,223,102,45.74,1,0,0.0,18,4,22.22,3,2,66.67,27,1,3.7,3,0,0.0,1,1,100.0,0,0,0,8,4,50.0,3,2,13,2,4,10,69,27,39.13,2,0,14,1,7.14,64,40,62.5,48,20,41.67,8,5,62.5,53,19,16,2,0,140,108,77.14,55,54,98.18,104,93,89.42,36,24,66.67,49,36,73.47,75,52,69.33,3,1,33.33,16,13,81.25,8,17.08,3.87,10.23,15.3,19.86,11.38,0,2
162,162,162,2018-09-01,3,0,3.54,18,6,33.33,411,349,84.91,47.47,113,22,26,65,78,32,34,12,267,112,41.95,7,4,57.14,34,8,23.53,1,0,0.0,31,7,22.58,7,3,42.86,1,0,0.0,0,0,0,25,11,44.0,11,16,36,3,13,32,79,26,32.91,0,2,18,8,44.44,68,38,55.88,64,30,46.88,7,3,42.86,51,10,11,1,0,166,136,81.93,60,54,90.0,126,112,88.89,46,28,60.87,63,50,79.37,90,80,88.89,7,3,42.86,18,16,88.89,12,16.46,3.57,11.19,16.36,21.02,6.86,1,0
163,163,163,2018-08-26,3,1,0.98,9,3,33.33,397,322,81.11,55.24,122,32,41,49,89,42,34,13,295,124,42.03,1,0,0.0,29,4,13.79,5,1,20.0,29,4,13.79,3,2,66.67,2,0,0.0,0,0,0,9,4,44.44,5,10,21,1,7,12,91,24,26.37,3,2,14,5,35.71,88,53,60.23,57,24,42.11,4,2,50.0,53,20,11,2,0,171,125,73.1,63,60,95.24,99,83,83.84,57,35,61.4,59,42,71.19,82,55,67.07,12,4,33.33,33,32,96.97,13,15.86,3.31,14.36,12.96,17.77,6.34,0,0
164,164,164,2018-08-20,3,0,0.64,8,3,37.5,336,285,84.82,38.85,96,27,37,32,63,38,18,7,255,124,48.63,4,1,25.0,23,5,21.74,4,1,25.0,24,1,4.17,6,2,33.33,4,0,0.0,0,0,0,11,3,27.27,3,6,14,2,5,12,89,39,43.82,2,2,18,7,38.89,71,45,63.38,53,25,47.17,8,6,75.0,50,19,6,1,1,121,94,77.69,48,47,97.92,106,98,92.45,40,28,70.0,33,23,69.7,61,43,70.49,5,1,20.0,18,17,94.44,9,15.96,3.39,11.9,20.19,19.83,24.24,1,0
