,Unnamed: 0.2,Date,Scheme,Goals,xG,Shots,Shots on Target,Shot Accuracy,Passes,Passes on Target,Pass Accuracy,"Possession, %",Losses,Low Losses,Medium Losses,High Losses,Recoveries,Low Recoveries,Medium Recoveries,High Recoveries,Duels,Duels won,Duel win %,Shots from outside,Shots from outside on target,Shots from outside accuracy,Positional attacks,Positional attacks with shots,Positional attacks with shots %,Counterattacks,Counterattacks with shots,Counterattacks with shots %,Set pieces,Set pieces with shots,Set pieces with shots %,Corners,Corners with shots,Corners with shots %,Free kicks,Free kicks with shots,Free kicks with shots %,Penalties,Penalties converted,Penalties converted %,Crosses,Crosses accurate,Crosses accurate %,Deep completed crosses,Deep completed passes,Penalty area entries (runs / crosses),Penalty area entries runs,Penalty area entries crosses,Touches in penalty area,Offensive duels,Offensive duels won,Offensive duels won %,Offsides,Conceded goals,Shots against,Shots against on target,Shots against on target %,Defensive duels,Defensive duels won,Defensive duels won %,Aerial duels,Aerial duels won,Aerial duels won %,Sliding tackles,Sliding tackles successful,Sliding tackles successful %,Interceptions,Clearances,Fouls,Yellow cards,Red cards,Forward passes,Forward passes accurate,Forward passes accurate %,Back passes,Back passes accurate,Back passes accurate %,Lateral passes,Lateral passes accurate,Lateral passes accurate %,Long passes,Long passes accurate,Long passes accurate %,Passes to final third,Passes to final third accurate,Passes to final third accurate %,Progressive passes,Progressive passes accurate,Progressive passes accurate %,Smart passes,Smart passes accurate,Smart passes accurate %,Throw ins,Throw ins accurate,Throw ins accurate %,Goal kicks,Match tempo,Average passes per possession,Long pass %,Average shot distance,Average pass length,PPDA,Home,Win
122,122,2019-09-21,11,0,1.44,15,3,20.0,682,622,91.2,69.09,100,15,39,46,81,35,32,14,242,97,40.08,8,1,12.5,37,10,27.03,4,1,25.0,23,4,17.39,3,0,0.0,1,0,0.0,0,0,0,17,8,47.06,8,10,29,4,12,21,80,27,33.75,3,0,11,4,36.36,64,28,43.75,41,16,39.02,9,4,44.44,45,15,8,1,0,189,165,87.3,89,82,92.13,309,292,94.5,44,32,72.73,83,71,85.54,113,102,90.27,9,4,44.44,21,20,95.24,8,18.06,6.5,6.45,19.7,19.32,6.84,0,0
123,123,2019-09-14,11,1,1.19,13,4,30.77,482,383,79.46,60.35,114,10,44,60,105,35,53,17,260,120,46.15,6,2,33.33,43,9,20.93,1,1,100.0,17,2,11.76,3,2,66.67,1,0,0.0,0,0,0,21,8,38.1,7,10,31,4,13,18,71,27,38.03,2,1,7,1,14.29,75,50,66.67,53,20,37.74,6,3,50.0,31,13,13,0,0,172,127,73.84,70,62,88.57,164,136,82.93,52,33,63.46,64,41,64.06,96,69,71.88,6,5,83.33,34,28,82.35,8,17.02,4.05,10.79,18.61,19.65,6.19,0,0
124,124,2019-08-31,11,0,0.72,5,3,60.0,476,416,87.39,44.98,91,24,31,36,50,25,16,9,157,68,43.31,2,1,50.0,20,3,15.0,3,2,66.67,23,0,0.0,1,0,0.0,1,0,0.0,0,0,0,9,3,33.33,4,7,15,1,6,11,59,20,33.9,3,4,15,6,40.0,58,33,56.9,18,7,38.89,3,1,33.33,39,9,6,1,0,138,107,77.54,75,71,94.67,197,180,91.37,40,24,60.0,45,30,66.67,70,45,64.29,3,1,33.33,15,10,66.67,12,18.38,5.6,8.4,18.11,20.02,22.0,0,-1
125,125,2019-08-24,12,0,0.74,9,3,33.33,389,305,78.41,49.66,108,23,32,53,83,44,29,10,226,114,50.44,3,1,33.33,24,2,8.33,5,3,60.0,23,4,17.39,8,2,25.0,2,1,50.0,0,0,0,17,5,29.41,6,8,23,1,9,19,65,28,43.08,0,2,12,4,33.33,66,45,68.18,45,22,48.89,7,3,42.86,18,12,10,1,1,145,101,69.66,52,50,96.15,130,108,83.08,58,27,46.55,48,27,56.25,80,54,67.5,1,1,100.0,30,25,83.33,5,16.76,3.41,14.91,17.26,21.83,11.7,0,1
126,126,2019-08-17,11,1,1.61,15,4,26.67,466,386,82.83,57.39,121,18,49,54,92,39,36,17,265,135,50.94,6,3,50.0,37,9,24.32,4,2,50.0,29,4,13.79,8,2,25.0,3,1,33.33,0,0,0,19,11,57.89,9,9,25,0,14,16,65,27,41.54,2,1,8,3,37.5,100,59,59.0,52,34,65.38,11,3,27.27,53,26,11,0,0,157,116,73.89,72,64,88.89,166,146,87.95,53,33,62.26,55,37,67.27,81,59,72.84,5,2,40.0,30,25,83.33,7,16.24,3.79,11.37,18.37,19.72,6.45,0,0
127,127,2019-08-10,1,3,0.46,5,3,60.0,425,347,81.65,51.01,107,32,45,30,104,64,28,12,212,114,53.77,1,0,0.0,20,4,20.0,4,0,0.0,23,1,4.35,2,1,50.0,1,0,0.0,0,0,0,18,3,16.67,3,9,19,1,8,12,64,27,42.19,3,0,11,4,36.36,76,46,60.53,36,23,63.89,3,2,66.67,39,24,11,1,0,143,100,69.93,85,79,92.94,141,126,89.36,56,35,62.5,49,31,63.27,78,54,69.23,1,1,100.0,19,14,73.68,8,17.67,4.29,13.18,14.92,21.23,20.23,0,1
128,128,2019-05-12,8,1,0.51,6,2,33.33,243,193,79.42,28.64,82,34,24,24,46,30,13,3,167,74,44.31,3,1,33.33,16,1,6.25,2,1,50.0,15,3,20.0,2,1,50.0,2,1,50.0,0,0,0,4,3,75.0,3,1,7,0,3,3,48,20,41.67,1,4,20,10,50.0,61,31,50.82,31,15,48.39,8,5,62.5,53,13,12,0,0,91,57,62.64,49,47,95.92,76,68,89.47,42,20,47.62,36,21,58.33,57,34,59.65,3,1,33.33,16,13,81.25,7,15.37,2.79,17.28,20.23,21.61,32.83,0,1
129,129,2019-05-05,8,1,2.52,11,5,45.45,227,187,82.38,32.95,94,35,28,31,70,35,19,16,248,111,44.76,3,0,0.0,19,6,31.58,6,2,33.33,21,1,4.76,3,0,0.0,3,1,33.33,1,1,100,14,6,42.86,6,8,22,4,7,18,71,26,36.62,4,1,17,7,41.18,88,53,60.23,52,22,42.31,8,6,75.0,63,40,14,2,0,84,67,79.76,43,39,90.7,68,54,79.41,33,20,60.61,22,15,68.18,47,37,78.72,2,0,0.0,18,16,88.89,9,13.59,2.36,14.54,15.76,20.42,14.32,0,0
130,130,2019-04-27,3,1,1.16,9,2,22.22,454,380,83.7,52.84,103,20,34,49,86,42,36,8,212,112,52.83,2,0,0.0,35,5,14.29,3,0,0.0,21,4,19.05,7,3,42.86,4,1,25.0,0,0,0,28,10,35.71,10,3,25,2,18,13,84,34,40.48,3,1,8,1,12.5,55,36,65.45,47,28,59.57,4,2,50.0,45,21,7,2,0,157,116,73.89,65,62,95.38,160,144,90.0,53,26,49.06,59,43,72.88,91,65,71.43,5,2,40.0,23,20,86.96,5,14.89,4.02,11.67,12.62,21.83,20.24,0,0
131,131,2019-04-23,10,0,0.16,5,1,20.0,162,103,63.58,26.58,108,51,37,20,58,36,15,7,206,88,42.72,3,0,0.0,17,3,17.65,0,0,0.0,26,2,7.69,3,0,0.0,2,0,0.0,0,0,0,4,2,50.0,2,1,7,1,2,5,39,15,38.46,1,1,29,5,17.24,71,37,52.11,45,18,40.0,5,1,20.0,64,31,13,2,0,76,40,52.63,35,27,77.14,28,21,75.0,31,16,51.61,20,14,70.0,49,20,40.82,0,0,0.0,20,15,75.0,19,11.97,1.67,19.14,21.03,20.82,18.69,0,-1
132,132,2019-04-20,8,0,0.06,3,0,0.0,277,221,79.78,34.86,83,23,30,30,72,48,15,9,240,98,40.83,3,0,0.0,18,3,16.67,3,0,0.0,13,0,0.0,1,0,0.0,0,0,0.0,0,0,0,7,3,42.86,2,0,6,0,4,1,35,10,28.57,1,0,18,4,22.22,70,41,58.57,63,27,42.86,8,4,50.0,47,21,8,1,0,110,74,67.27,42,39,92.86,93,85,91.4,43,24,55.81,39,22,56.41,66,42,63.64,4,1,25.0,18,15,83.33,15,14.12,3.18,15.52,33.42,22.51,20.18,0,0
133,133,2019-04-16,6,0,0.42,12,0,0.0,506,421,83.2,61.61,131,17,45,69,129,50,60,19,291,131,45.02,7,0,0.0,38,6,15.79,1,0,0.0,22,5,22.73,5,1,20.0,7,1,14.29,0,0,0,18,5,27.78,5,12,32,2,12,12,75,26,34.67,2,2,8,3,37.5,62,39,62.9,81,37,45.68,3,1,33.33,35,10,11,0,0,186,145,77.96,66,58,87.88,182,157,86.26,45,27,60.0,70,46,65.71,102,82,80.39,5,3,60.0,26,24,92.31,5,15.51,4.29,8.89,19.03,20.19,6.41,0,1
134,134,2019-04-13,10,0,0.4,8,1,12.5,459,387,84.31,50.47,113,17,37,59,79,22,43,14,185,82,44.32,7,0,0.0,38,7,18.42,2,0,0.0,15,1,6.67,4,1,25.0,2,0,0.0,0,0,0,20,7,35.0,10,6,28,0,15,11,70,27,38.57,1,5,13,7,53.85,52,31,59.62,34,13,38.24,3,2,66.67,28,9,10,2,1,143,104,72.73,71,66,92.96,183,162,88.52,53,29,54.72,64,47,73.44,99,77,77.78,8,2,25.0,22,15,68.18,5,17.04,4.59,11.55,21.94,20.13,15.86,0,1
135,135,2019-04-03,8,0,0.51,3,1,33.33,330,277,83.94,33.68,99,37,34,28,59,43,12,4,196,91,46.43,2,1,50.0,11,0,0.0,4,1,25.0,17,2,11.76,1,1,100.0,2,0,0.0,0,0,0,9,3,33.33,2,4,12,1,6,7,60,19,31.67,2,3,16,4,25.0,67,42,62.69,36,14,38.89,7,6,85.71,44,16,9,0,0,106,75,70.75,58,55,94.83,114,103,90.35,48,32,66.67,25,21,84.0,74,44,59.46,1,1,100.0,15,14,93.33,13,16.45,4.29,14.55,17.12,20.12,21.94,0,-1
136,136,2019-03-30,4,0,0.78,15,2,13.33,496,397,80.04,58.87,135,25,52,58,107,48,41,18,287,142,49.48,9,2,22.22,39,8,20.51,2,0,0.0,26,7,26.92,6,3,50.0,4,1,25.0,0,0,0,20,6,30.0,6,11,22,3,10,20,91,37,40.66,6,1,7,2,28.57,63,45,71.43,63,35,55.56,7,3,42.86,42,21,8,1,0,176,122,69.32,62,56,90.32,183,166,90.71,61,35,57.38,50,35,70.0,88,53,60.23,5,1,20.0,35,34,97.14,11,16.83,4.03,12.3,19.78,20.97,7.04,0,1
137,137,2019-03-09,8,2,0.36,4,3,75.0,328,251,76.52,36.56,130,37,52,41,82,46,31,5,273,109,39.93,3,2,66.67,19,3,15.79,3,1,33.33,18,0,0.0,0,0,0.0,3,0,0.0,0,0,0,3,2,66.67,2,2,10,1,2,4,70,19,27.14,1,1,14,2,14.29,111,63,56.76,34,14,41.18,6,1,16.67,70,28,18,5,0,137,88,64.23,50,41,82.0,87,77,88.51,49,22,44.9,46,29,63.04,61,37,60.66,3,0,0.0,22,18,81.82,11,16.58,2.98,14.94,26.3,19.42,11.32,0,1
138,138,2019-03-02,10,1,1.32,12,4,33.33,462,385,83.33,50.52,113,23,30,60,90,34,40,16,229,112,48.91,6,1,16.67,42,5,11.9,5,1,20.0,18,6,33.33,6,3,50.0,1,0,0.0,0,0,0,17,5,29.41,5,10,25,7,8,22,72,28,38.89,3,0,6,4,66.67,50,37,74.0,52,29,55.77,2,2,100.0,33,18,11,2,0,159,124,77.99,67,60,89.55,173,153,88.44,40,24,60.0,70,54,77.14,91,73,80.22,15,10,66.67,36,35,97.22,6,17.16,4.13,8.66,16.54,20.69,10.48,0,-1
139,139,2019-02-26,3,1,2.53,16,3,18.75,443,361,81.49,53.06,101,10,37,54,74,21,38,15,194,87,44.85,7,1,14.29,37,6,16.22,1,1,100.0,25,8,32.0,8,6,75.0,3,1,33.33,0,0,0,24,6,25.0,6,5,26,3,15,20,55,22,40.0,4,2,17,3,17.65,51,31,60.78,52,19,36.54,3,2,66.67,44,10,4,1,0,148,118,79.73,61,54,88.52,158,128,81.01,51,25,49.02,55,37,67.27,70,53,75.71,3,3,100.0,27,25,92.59,12,15.76,4.06,11.51,18.26,20.84,15.79,0,-1
140,140,2019-02-09,4,1,0.85,12,5,41.67,488,396,81.15,68.52,126,15,28,83,83,32,36,15,220,114,51.82,2,0,0.0,38,5,13.16,1,1,100.0,22,6,27.27,9,2,22.22,5,2,40.0,0,0,0,37,15,40.54,12,11,41,2,26,21,49,19,38.78,1,3,9,5,55.56,51,32,62.75,68,35,51.47,2,1,50.0,37,11,8,1,0,171,129,75.44,63,59,93.65,205,173,84.39,56,34,60.71,76,53,69.74,106,93,87.74,4,0,0.0,38,35,92.11,7,15.27,4.28,11.48,15.81,23.66,6.95,0,1
141,141,2019-02-02,4,0,1.78,21,4,19.05,464,385,82.97,57.22,108,14,40,54,129,44,61,24,293,150,51.19,9,0,0.0,38,15,39.47,4,1,25.0,20,5,25.0,7,3,42.86,5,4,80.0,0,0,0,19,8,42.11,8,9,36,4,13,25,90,36,40.0,4,0,4,0,0.0,68,48,70.59,60,27,45.0,3,2,66.67,60,16,15,1,0,173,133,76.88,64,60,93.75,173,150,86.71,56,35,62.5,72,54,75.0,93,70,75.27,5,4,80.0,24,20,83.33,4,16.57,3.52,12.07,17.57,20.89,4.93,0,0
142,142,2019-01-29,10,2,2.02,14,7,50.0,373,300,80.43,39.78,128,39,31,58,89,33,39,17,260,123,47.31,4,1,25.0,29,6,20.69,5,2,40.0,21,6,28.57,1,1,100.0,4,2,50.0,0,0,0,22,11,50.0,11,6,30,5,15,24,69,22,31.88,1,4,20,8,40.0,80,47,58.75,66,35,53.03,3,0,0.0,66,24,5,3,0,115,83,72.17,51,47,92.16,145,119,82.07,58,41,70.69,58,41,70.69,79,57,72.15,0,0,0.0,25,21,84.0,10,17.29,3.3,15.55,16.85,22.72,14.04,0,-1
143,143,2019-01-19,8,1,1.49,10,4,40.0,371,308,83.02,44.62,102,25,35,42,60,33,16,11,192,87,45.31,2,1,50.0,26,6,23.08,0,0,0.0,26,4,15.38,5,1,20.0,8,2,25.0,0,0,0,14,3,21.43,3,4,18,1,10,12,45,18,40.0,2,2,20,5,25.0,64,35,54.69,43,19,44.19,4,3,75.0,44,14,11,0,0,109,83,76.15,61,55,90.16,144,126,87.5,47,29,61.7,42,29,69.05,67,46,68.66,4,2,50.0,21,18,85.71,11,17.03,3.5,12.67,13.39,20.97,13.0,0,-1
144,144,2019-01-12,8,0,0.44,6,0,0.0,290,225,77.59,33.17,103,32,35,36,85,47,29,9,174,80,45.98,2,0,0.0,17,3,17.65,3,1,33.33,12,2,16.67,2,0,0.0,0,0,0.0,0,0,0,15,6,40.0,7,2,20,0,12,9,32,13,40.63,5,1,7,3,42.86,60,31,51.67,47,21,44.68,3,2,66.67,53,21,15,0,0,118,86,72.88,42,38,90.48,93,73,78.49,52,28,53.85,49,36,73.47,83,55,66.27,2,1,50.0,17,14,82.35,8,14.67,3.33,17.93,21.52,22.63,20.45,0,1
145,145,2019-01-02,8,2,0.88,10,5,50.0,383,310,80.94,42.4,89,18,33,38,83,33,37,13,218,87,39.91,4,1,25.0,18,2,11.11,2,2,100.0,19,6,31.58,5,5,100.0,1,0,0.0,0,0,0,15,5,33.33,6,2,14,1,8,8,56,18,32.14,5,2,13,6,46.15,81,37,45.68,47,18,38.3,2,1,50.0,44,14,11,1,0,145,106,73.1,65,58,89.23,124,106,85.48,46,27,58.7,45,35,77.78,73,49,67.12,6,2,33.33,15,14,93.33,7,17.8,4.16,12.01,17.64,18.14,13.0,0,0
146,146,2018-12-29,10,1,0.92,9,3,33.33,337,272,80.71,51.56,99,15,32,52,98,40,41,17,264,113,42.8,2,1,50.0,34,6,17.65,0,0,0.0,25,3,12.0,7,2,28.57,5,1,20.0,0,0,0,11,5,45.45,6,6,19,4,6,18,62,19,30.65,2,0,12,4,33.33,70,39,55.71,67,24,35.82,2,2,100.0,55,33,10,0,0,125,87,69.6,57,51,89.47,108,93,86.11,57,29,50.88,56,33,58.93,63,46,73.02,6,2,33.33,37,32,86.49,9,14.15,2.67,16.91,15.03,21.5,8.47,0,-1
147,147,2018-12-26,8,1,1.87,12,4,33.33,318,251,78.93,32.07,88,19,28,41,72,39,21,12,180,82,45.56,5,2,40.0,25,5,20.0,9,5,55.56,15,2,13.33,4,1,25.0,2,1,50.0,0,0,0,17,7,41.18,8,9,24,2,11,22,45,10,22.22,1,1,6,4,66.67,70,40,57.14,41,18,43.9,4,2,50.0,57,22,10,2,0,121,87,71.9,51,45,88.24,103,88,85.44,49,30,61.22,48,35,72.92,68,50,73.53,2,2,100.0,19,15,78.95,8,16.82,3.09,15.41,18.51,20.76,20.0,0,0
148,148,2018-12-22,4,0,0.51,8,4,50.0,390,309,79.23,47.33,105,20,49,36,82,36,31,15,220,91,41.36,5,2,40.0,29,3,10.34,5,1,20.0,22,3,13.64,5,1,20.0,2,0,0.0,0,0,0,20,6,30.0,5,8,17,0,11,10,50,19,38.0,3,2,14,3,21.43,93,54,58.06,43,7,16.28,9,5,55.56,48,14,18,1,1,144,95,65.97,60,55,91.67,144,122,84.72,70,47,67.14,58,38,65.52,67,48,71.64,8,5,62.5,23,21,91.3,8,16.71,3.71,17.95,18.34,21.62,8.02,0,-1
149,149,2018-12-16,2,1,0.71,6,2,33.33,439,367,83.6,43.25,97,12,47,38,69,31,31,7,209,112,53.59,3,1,33.33,28,4,14.29,0,0,0.0,18,1,5.56,4,1,25.0,4,0,0.0,0,0,0,10,2,20.0,2,3,11,0,4,7,60,21,35.0,4,2,10,3,30.0,95,66,69.47,26,15,57.69,7,4,57.14,37,14,15,2,0,146,111,76.03,70,60,85.71,157,144,91.72,42,24,57.14,42,31,73.81,75,48,64.0,12,8,66.67,26,25,96.15,6,17.83,4.35,9.57,20.58,20.14,14.45,0,1
150,150,2018-12-08,4,0,1.27,12,1,8.33,495,405,81.82,62.52,127,24,56,47,110,63,37,10,236,125,52.97,7,0,0.0,29,6,20.69,2,1,50.0,31,5,16.13,7,3,42.86,3,0,0.0,0,0,0,14,4,28.57,4,3,20,1,12,14,59,30,50.85,1,1,12,4,33.33,47,33,70.21,74,36,48.65,1,1,100.0,37,7,11,0,0,190,137,72.11,67,64,95.52,169,150,88.76,58,28,48.28,59,32,54.24,93,61,65.59,10,5,50.0,22,20,90.91,11,16.33,4.3,11.72,18.22,20.34,8.54,0,-1
151,151,2018-12-04,10,3,1.41,8,3,37.5,250,202,80.8,30.71,116,41,28,47,70,37,21,12,221,106,47.96,3,0,0.0,19,2,10.53,7,3,42.86,26,2,7.69,4,2,50.0,4,1,25.0,1,1,100,6,2,33.33,2,5,11,2,3,9,60,21,35.0,0,1,16,5,31.25,87,57,65.52,37,14,37.84,13,9,69.23,63,42,14,2,1,84,63,75.0,44,40,90.91,89,78,87.64,26,17,65.38,37,24,64.86,47,35,74.47,5,5,100.0,16,12,75.0,11,16.7,2.66,10.4,17.23,20.24,15.0,0,-1
152,152,2018-12-01,6,2,2.25,14,6,42.86,556,470,84.53,68.65,99,23,31,45,85,41,31,13,195,105,53.85,7,1,14.29,39,9,23.08,2,0,0.0,24,4,16.67,6,3,50.0,2,1,50.0,0,0,0,16,5,31.25,5,8,25,1,11,15,52,27,51.92,4,1,6,2,33.33,43,27,62.79,54,29,53.7,5,3,60.0,21,17,12,2,0,176,130,73.86,81,80,98.77,239,215,89.96,51,31,60.78,83,65,78.31,119,102,85.71,10,5,50.0,21,19,90.48,7,16.83,4.83,9.17,17.78,22.25,11.0,0,1
153,153,2018-11-24,2,1,2.0,13,3,23.08,435,363,83.45,55.88,109,23,40,46,92,41,31,20,251,104,41.43,5,0,0.0,32,6,18.75,3,1,33.33,21,5,23.81,6,1,16.67,3,1,33.33,0,0,0,22,9,40.91,9,7,19,0,10,19,74,25,33.78,5,1,7,3,42.86,64,40,62.5,47,12,25.53,9,4,44.44,54,20,11,3,0,158,121,76.58,76,72,94.74,131,116,88.55,53,37,69.81,50,37,74.0,87,64,73.56,6,3,50.0,29,25,86.21,10,16.83,4.03,12.18,16.51,20.67,7.31,0,0
154,154,2018-11-10,2,1,0.5,7,3,42.86,276,213,77.17,41.77,126,40,44,42,88,62,25,1,249,116,46.59,4,1,25.0,17,5,29.41,2,0,0.0,16,2,12.5,1,0,0.0,2,1,50.0,0,0,0,3,1,33.33,0,2,3,0,1,6,53,19,35.85,0,2,20,6,30.0,54,33,61.11,75,36,48.0,5,1,20.0,40,24,21,1,1,120,80,66.67,46,40,86.96,80,67,83.75,51,33,64.71,48,28,58.33,70,42,60.0,0,0,0.0,24,21,87.5,11,14.28,2.63,18.48,19.18,22.15,12.62,0,-1
155,155,2018-11-03,3,1,0.4,5,3,60.0,297,224,75.42,38.87,119,37,42,40,67,40,18,9,206,97,47.09,2,1,50.0,16,1,6.25,3,1,33.33,20,3,15.0,4,1,25.0,3,1,33.33,0,0,0,9,2,22.22,2,0,13,1,5,5,57,19,33.33,2,3,14,3,21.43,67,44,65.67,48,18,37.5,3,1,33.33,57,18,17,1,0,117,77,65.81,40,36,90.0,99,81,81.82,54,34,62.96,30,25,83.33,69,38,55.07,3,1,33.33,21,17,80.95,12,16.2,2.8,18.18,19.78,21.29,13.23,0,-1
156,156,2018-10-27,3,1,0.38,6,1,16.67,325,257,79.08,42.63,117,35,39,43,73,45,23,5,230,103,44.78,2,0,0.0,20,3,15.0,3,0,0.0,16,3,18.75,1,1,100.0,2,2,100.0,0,0,0,8,3,37.5,3,5,11,1,4,12,53,16,30.19,0,0,22,6,27.27,72,34,47.22,46,21,45.65,8,6,75.0,55,37,11,3,0,117,81,69.23,47,45,95.74,115,98,85.22,49,25,51.02,36,21,58.33,64,49,76.56,1,0,0.0,25,20,80.0,8,14.69,2.6,15.08,18.19,20.91,19.47,0,-1
157,157,2018-10-20,2,1,0.64,7,1,14.29,220,164,74.55,34.71,108,43,25,40,76,53,13,10,238,107,44.96,4,1,25.0,27,2,7.41,2,1,50.0,24,1,4.17,2,1,50.0,3,0,0.0,0,0,0,8,3,37.5,2,4,13,3,3,7,48,18,37.5,1,0,25,5,20.0,65,35,53.85,73,32,43.84,4,2,50.0,57,38,16,2,0,85,53,62.35,37,33,89.19,53,44,83.02,40,19,47.5,35,17,48.57,52,34,65.38,1,0,0.0,25,21,84.0,15,13.44,2.06,18.18,20.42,20.64,12.0,0,1
158,158,2018-10-05,2,1,1.02,8,4,50.0,271,200,73.8,37.38,100,28,23,49,76,34,24,18,216,110,50.93,3,2,66.67,27,5,18.52,3,2,66.67,16,1,6.25,2,1,50.0,2,0,0.0,0,0,0,12,3,25.0,3,2,11,3,5,9,49,18,36.73,5,0,14,5,35.71,84,53,63.1,33,17,51.52,8,4,50.0,49,27,12,3,0,106,69,65.09,45,39,86.67,68,52,76.47,47,21,44.68,33,19,57.58,55,37,67.27,4,1,25.0,24,21,87.5,9,16.13,2.61,17.34,16.43,19.83,14.89,0,-1
159,159,2018-09-29,8,0,0.48,3,0,0.0,190,140,73.68,24.39,83,30,25,28,53,39,12,2,168,68,40.48,0,0,0.0,7,1,14.29,5,0,0.0,18,2,11.11,3,1,33.33,0,0,0.0,0,0,0,5,2,40.0,2,2,7,0,2,4,48,12,25.0,2,2,20,8,40.0,59,33,55.93,35,12,34.29,3,1,33.33,48,24,11,3,0,78,48,61.54,22,20,90.91,53,42,79.25,38,14,36.84,27,13,48.15,40,21,52.5,2,0,0.0,15,12,80.0,16,13.57,2.29,20.0,10.22,21.19,21.87,0,-1
160,160,2018-09-22,1,1,0.97,8,4,50.0,236,196,83.05,31.09,75,16,24,35,60,27,23,10,206,88,42.72,4,2,50.0,16,3,18.75,3,1,33.33,21,4,19.05,5,2,40.0,4,1,25.0,0,0,0,8,2,25.0,4,5,14,3,6,12,68,26,38.24,2,2,15,7,46.67,69,36,52.17,23,11,47.83,2,0,0.0,41,13,15,2,0,81,67,82.72,38,34,89.47,79,68,86.08,34,25,73.53,27,20,74.07,47,36,76.6,5,3,60.0,24,20,83.33,8,15.45,2.51,14.41,19.72,20.49,17.0,0,1
161,161,2018-09-17,4,2,2.59,10,4,40.0,416,324,77.88,47.38,123,27,50,46,85,41,35,9,239,108,45.19,4,1,25.0,19,4,21.05,5,2,40.0,22,3,13.64,4,1,25.0,4,1,25.0,1,1,100,12,4,33.33,4,7,17,0,7,14,76,26,34.21,2,2,13,5,38.46,67,36,53.73,50,22,44.0,8,3,37.5,50,17,13,3,0,154,96,62.34,69,64,92.75,123,112,91.06,45,25,55.56,40,23,57.5,76,42,55.26,2,1,50.0,24,23,95.83,10,17.94,4.16,10.82,15.27,18.86,10.09,0,0
162,162,2018-09-01,2,2,3.02,15,5,33.33,359,283,78.83,45.41,91,8,28,55,80,31,31,18,239,118,49.37,4,0,0.0,38,5,13.16,2,2,100.0,31,6,19.35,7,2,28.57,4,1,25.0,2,1,50,21,6,28.57,5,7,26,4,12,19,69,32,46.38,2,2,9,5,55.56,103,56,54.37,31,13,41.94,5,2,40.0,45,14,12,3,0,130,92,70.77,53,50,94.34,117,97,82.91,47,25,53.19,45,30,66.67,73,53,72.6,7,4,57.14,23,20,86.96,8,16.18,3.21,13.09,16.8,21.9,9.1,0,0
163,163,2018-08-25,8,0,0.15,6,2,33.33,316,251,79.43,32.37,108,37,36,35,86,50,25,11,254,128,50.39,3,1,33.33,18,3,16.67,1,1,100.0,21,1,4.76,5,0,0.0,3,0,0.0,0,0,0,7,3,42.86,3,0,7,1,4,5,58,20,34.48,3,1,21,8,38.1,92,61,66.3,52,26,50.0,9,7,77.78,66,32,14,1,0,115,77,66.96,46,42,91.3,93,83,89.25,48,22,45.83,37,20,54.05,60,32,53.33,3,1,33.33,17,15,88.24,8,17.31,2.95,15.19,20.63,18.57,16.28,0,-1
164,164,2018-08-19,3,3,1.06,5,3,60.0,254,189,74.41,35.98,86,17,25,44,63,27,26,10,234,117,50.0,1,0,0.0,23,2,8.7,2,0,0.0,23,1,4.35,3,1,33.33,5,0,0.0,1,1,100,10,3,30.0,3,6,10,0,6,9,52,25,48.08,2,2,9,3,33.33,86,59,68.6,48,15,31.25,2,1,50.0,41,14,16,1,0,108,70,64.81,33,29,87.88,71,59,83.1,53,26,49.06,54,26,48.15,59,42,71.19,2,1,50.0,23,21,91.3,10,14.65,2.4,20.87,14.69,22.34,10.76,0,-1
165,165,2018-08-11,2,0,0.24,5,0,0.0,387,314,81.14,46.45,109,27,42,40,94,60,30,4,267,125,46.82,1,0,0.0,21,3,14.29,1,0,0.0,20,1,5.0,2,1,50.0,2,0,0.0,0,0,0,11,3,27.27,3,7,19,0,8,8,64,20,31.25,3,2,15,5,33.33,98,60,61.22,52,24,46.15,8,3,37.5,46,12,16,2,0,151,110,72.85,73,62,84.93,123,108,87.8,58,31,53.45,60,42,70.0,93,65,69.89,2,2,100.0,19,17,89.47,10,16.61,3.79,14.99,17.69,22.17,13.24,0,-1
