,Unnamed: 0.2,Date,Scheme,Goals,xG,Shots,Shots on Target,Shot Accuracy,Passes,Passes on Target,Pass Accuracy,"Possession, %",Losses,Low Losses,Medium Losses,High Losses,Recoveries,Low Recoveries,Medium Recoveries,High Recoveries,Duels,Duels won,Duel win %,Shots from outside,Shots from outside on target,Shots from outside accuracy,Positional attacks,Positional attacks with shots,Positional attacks with shots %,Counterattacks,Counterattacks with shots,Counterattacks with shots %,Set pieces,Set pieces with shots,Set pieces with shots %,Corners,Corners with shots,Corners with shots %,Free kicks,Free kicks with shots,Free kicks with shots %,Penalties,Penalties converted,Penalties converted %,Crosses,Crosses accurate,Crosses accurate %,Deep completed crosses,Deep completed passes,Penalty area entries (runs / crosses),Penalty area entries runs,Penalty area entries crosses,Touches in penalty area,Offensive duels,Offensive duels won,Offensive duels won %,Offsides,Conceded goals,Shots against,Shots against on target,Shots against on target %,Defensive duels,Defensive duels won,Defensive duels won %,Aerial duels,Aerial duels won,Aerial duels won %,Sliding tackles,Sliding tackles successful,Sliding tackles successful %,Interceptions,Clearances,Fouls,Yellow cards,Red cards,Forward passes,Forward passes accurate,Forward passes accurate %,Back passes,Back passes accurate,Back passes accurate %,Lateral passes,Lateral passes accurate,Lateral passes accurate %,Long passes,Long passes accurate,Long passes accurate %,Passes to final third,Passes to final third accurate,Passes to final third accurate %,Progressive passes,Progressive passes accurate,Progressive passes accurate %,Smart passes,Smart passes accurate,Smart passes accurate %,Throw ins,Throw ins accurate,Throw ins accurate %,Goal kicks,Match tempo,Average passes per possession,Long pass %,Average shot distance,Average pass length,PPDA,Home,Win
78,78,2020-12-16,3,1,1.28,9,3,33.33,233,154,66.09,25.72,108,29,45,34,72,43,24,5,208,107,51.44,4,2,50.0,13,7,53.85,2,0,0.0,19,1,5.26,4,1,25.0,2,0,0.0,0,0,0,4,0,0.0,0,2,11,3,1,6,39,12,30.77,0,2,17,11,64.71,96,62,64.58,42,23,54.76,6,1,16.67,48,29,9,2,0,119,62,52.1,32,29,90.63,49,37,75.51,53,24,45.28,32,16,50.0,58,27,46.55,4,2,50.0,13,11,84.62,5,16.1,2.4,22.75,22.45,20.29,25.11,0,-1
79,79,2020-12-13,6,1,1.06,13,6,46.15,427,357,83.61,58.41,108,18,28,62,68,23,27,18,197,100,50.76,7,2,28.57,28,5,17.86,0,0,0.0,32,5,15.63,7,1,14.29,6,1,16.67,0,0,0,12,3,25.0,4,8,28,1,11,16,61,23,37.7,0,1,16,6,37.5,80,56,70.0,34,13,38.24,4,0,0.0,31,16,11,1,0,120,80,66.67,62,60,96.77,190,170,89.47,49,27,55.1,69,51,73.91,62,51,82.26,4,3,75.0,22,16,72.73,6,16.63,4.03,11.48,21.08,20.61,9.54,0,0
80,80,2020-12-06,2,2,0.29,5,3,60.0,245,191,77.96,30.88,103,37,39,27,73,57,11,5,196,96,48.98,3,2,66.67,8,2,25.0,6,2,33.33,26,0,0.0,3,0,0.0,2,0,0.0,0,0,0,5,0,0.0,0,1,7,2,4,4,44,19,43.18,1,0,11,2,18.18,68,38,55.88,44,26,59.09,2,0,0.0,59,59,16,1,0,95,58,61.05,29,29,100.0,73,63,86.3,34,16,47.06,19,9,47.37,48,22,45.83,0,0,0.0,13,11,84.62,12,15.54,2.58,13.88,22.87,18.73,28.25,1,1
81,81,2020-11-29,2,0,0.38,5,1,20.0,396,331,83.59,41.75,85,28,21,36,58,30,16,12,208,103,49.52,3,1,33.33,24,2,8.33,1,1,100.0,34,1,2.94,3,1,33.33,2,0,0.0,0,0,0,4,0,0.0,0,12,20,3,2,14,71,36,50.7,1,0,10,3,30.0,64,36,56.25,22,14,63.64,1,1,100.0,39,14,9,2,0,133,95,71.43,62,60,96.77,137,121,88.32,53,24,45.28,42,27,64.29,72,47,65.28,6,1,16.67,19,16,84.21,11,16.06,3.92,13.38,24.2,19.67,37.7,0,0
82,82,2020-11-21,6,2,0.26,4,2,50.0,276,203,73.55,30.69,108,29,42,37,68,41,18,9,201,112,55.72,3,1,33.33,11,1,9.09,3,0,0.0,35,2,5.71,0,0,0.0,2,0,0.0,0,0,0,6,1,16.67,2,4,10,2,2,8,59,28,47.46,1,0,17,4,23.53,99,62,62.63,23,14,60.87,5,3,60.0,56,19,13,2,0,117,70,59.83,44,40,90.91,72,62,86.11,52,26,50.0,35,16,45.71,54,26,48.15,9,5,55.56,8,6,75.0,17,16.98,2.91,18.84,21.83,19.82,20.71,1,1
83,83,2020-11-08,6,1,1.9,16,5,31.25,473,408,86.26,60.31,127,41,47,39,93,39,47,7,255,125,49.02,6,1,16.67,27,8,29.63,5,2,40.0,30,5,16.67,6,1,16.67,4,2,50.0,0,0,0,13,5,38.46,5,7,17,5,5,17,74,29,39.19,2,0,11,2,18.18,72,43,59.72,65,28,43.08,4,0,0.0,50,30,12,0,0,153,116,75.82,62,60,96.77,198,187,94.44,48,32,66.67,55,38,69.09,92,69,75.0,5,1,20.0,17,15,88.24,8,16.84,4.26,10.15,18.16,20.09,12.0,0,1
84,84,2020-11-01,6,2,1.28,8,3,37.5,354,289,81.64,40.72,107,20,40,47,56,22,24,10,223,87,39.01,4,0,0.0,20,4,20.0,2,1,50.0,24,1,4.17,4,1,25.0,2,0,0.0,1,1,100,7,3,42.86,3,5,13,2,3,11,63,19,30.16,0,1,5,2,40.0,64,37,57.81,34,14,41.18,5,2,40.0,46,20,14,2,0,117,79,67.52,60,54,90.0,112,103,91.96,45,20,44.44,42,24,57.14,54,34,62.96,2,0,0.0,28,21,75.0,5,17.04,3.47,12.71,18.76,18.95,11.15,1,1
85,85,2020-10-26,6,1,0.97,8,3,37.5,585,499,85.3,59.44,89,17,46,26,77,46,24,7,165,84,50.91,1,0,0.0,33,6,18.18,3,1,33.33,24,1,4.17,5,1,20.0,3,1,33.33,0,0,0,12,4,33.33,4,11,31,6,7,25,42,20,47.62,1,0,12,4,33.33,36,25,69.44,50,26,52.0,3,1,33.33,33,14,8,0,0,178,128,71.91,86,82,95.35,233,218,93.56,48,26,54.17,60,45,75.0,73,50,68.49,11,3,27.27,23,21,91.3,7,18.1,5.32,8.21,13.84,18.59,13.17,0,1
86,86,2020-10-18,6,3,1.63,11,6,54.55,464,397,85.56,51.99,110,36,38,36,77,40,28,9,247,134,54.25,6,3,50.0,14,4,28.57,11,5,45.45,26,1,3.85,3,0,0.0,2,0,0.0,0,0,0,12,4,33.33,3,4,18,3,6,11,69,33,47.83,1,3,13,5,38.46,97,65,67.01,36,16,44.44,4,2,50.0,53,37,12,0,0,151,110,72.85,79,74,93.67,179,164,91.62,47,28,59.57,52,34,65.38,75,58,77.33,9,5,55.56,9,9,100.0,8,17.01,4.59,10.13,18.61,19.8,19.36,1,0
87,87,2020-10-04,6,6,4.36,24,9,37.5,648,592,91.36,61.17,71,13,32,26,66,28,26,12,177,86,48.59,6,0,0.0,28,14,50.0,4,1,25.0,22,7,31.82,4,4,100.0,2,0,0.0,1,1,100,4,0,0.0,0,10,18,4,3,19,58,27,46.55,0,1,5,2,40.0,75,43,57.33,17,6,35.29,4,2,50.0,38,15,10,1,0,170,135,79.41,98,96,97.96,277,267,96.39,42,27,64.29,49,36,73.47,71,53,74.65,10,5,50.0,12,10,83.33,3,19.31,6.89,6.48,16.03,18.4,10.5,0,1
88,88,2020-09-27,6,1,3.45,21,12,57.14,612,562,91.83,63.48,88,14,21,53,76,34,27,15,217,91,41.94,8,4,50.0,39,13,33.33,3,1,33.33,22,5,22.73,10,3,30.0,3,1,33.33,0,0,0,16,9,56.25,8,11,27,7,7,29,64,26,40.63,0,1,5,1,20.0,50,22,44.0,59,29,49.15,2,0,0.0,38,23,15,1,0,148,129,87.16,85,81,95.29,274,259,94.53,39,27,69.23,76,64,84.21,69,66,95.65,9,2,22.22,19,19,100.0,3,18.93,6.8,6.37,15.5,18.11,8.0,1,0
89,89,2020-09-20,6,5,1.94,9,6,66.67,368,277,75.27,42.75,122,37,46,39,75,45,25,5,219,111,50.68,2,0,0.0,17,4,23.53,4,3,75.0,30,2,6.67,2,0,0.0,0,0,0.0,0,0,0,5,0,0.0,0,5,9,2,2,8,59,27,45.76,6,2,14,6,42.86,68,33,48.53,51,34,66.67,4,1,25.0,22,16,18,3,0,135,77,57.04,38,33,86.84,149,134,89.93,54,22,40.74,57,34,59.65,77,44,57.14,7,2,28.57,29,22,75.86,9,18.93,3.54,14.67,17.48,20.57,17.25,0,1
90,90,2020-09-13,3,0,1.2,9,5,55.56,512,439,85.74,50.32,101,16,29,56,65,20,28,17,219,93,42.47,1,1,100.0,37,4,10.81,2,1,50.0,20,4,20.0,5,2,40.0,1,0,0.0,0,0,0,22,8,36.36,8,8,27,2,14,18,58,17,29.31,0,1,14,5,35.71,82,40,48.78,44,22,50.0,2,0,0.0,34,22,15,1,0,136,103,75.74,83,75,90.36,220,197,89.55,35,17,48.57,70,53,75.71,64,51,79.69,13,5,38.46,34,32,94.12,8,17.7,4.57,6.84,13.16,19.64,12.06,1,-1
91,91,2020-07-26,6,1,0.74,7,2,28.57,444,384,86.49,48.98,100,23,28,49,79,41,22,16,232,116,50.0,2,0,0.0,26,1,3.85,4,2,50.0,25,4,16.0,2,1,50.0,2,0,0.0,0,0,0,6,1,16.67,1,4,15,2,4,8,67,27,40.3,0,1,8,2,25.0,98,59,60.2,35,17,48.57,5,3,60.0,54,35,13,2,0,142,114,80.28,79,74,93.67,156,138,88.46,48,30,62.5,62,45,72.58,61,52,85.25,10,4,40.0,24,23,95.83,12,18.01,4.58,10.81,19.37,19.59,8.41,0,0
92,92,2020-07-19,6,3,1.2,7,4,57.14,260,194,74.62,31.58,101,34,42,25,63,36,18,9,173,89,51.45,1,0,0.0,12,3,25.0,4,3,75.0,18,1,5.56,4,0,0.0,1,1,100.0,0,0,0,4,0,0.0,0,3,10,3,1,7,42,20,47.62,4,0,20,6,30.0,66,34,51.52,35,16,45.71,6,1,16.67,49,29,16,2,0,96,60,62.5,40,35,87.5,88,73,82.95,42,15,35.71,22,10,45.45,57,27,47.37,7,3,42.86,13,11,84.62,7,15.45,2.95,16.15,15.78,21.47,18.1,1,1
93,93,2020-07-15,10,3,1.19,8,5,62.5,433,382,88.22,44.66,79,16,28,35,60,26,28,6,184,81,44.02,3,1,33.33,27,4,14.81,5,2,40.0,16,2,12.5,4,1,25.0,1,1,100.0,0,0,0,8,2,25.0,1,13,16,2,2,15,56,22,39.29,1,1,20,6,30.0,62,29,46.77,32,16,50.0,5,3,60.0,38,20,13,3,0,137,107,78.1,68,64,94.12,147,136,92.52,33,21,63.64,37,28,75.68,59,46,77.97,7,4,57.14,20,18,90.0,8,17.84,4.98,7.62,15.49,17.63,15.68,0,1
94,94,2020-07-12,3,2,1.25,13,7,53.85,334,284,85.03,37.59,84,20,26,38,61,17,29,15,184,88,47.83,5,1,20.0,22,5,22.73,9,4,44.44,26,4,15.38,6,2,33.33,1,0,0.0,0,0,0,11,2,18.18,2,5,21,6,5,15,55,24,43.64,2,1,13,4,30.77,72,35,48.61,30,16,53.33,5,4,80.0,48,24,16,5,0,109,85,77.98,62,60,96.77,117,101,86.32,49,30,61.22,51,33,64.71,61,49,80.33,2,1,50.0,16,14,87.5,10,15.94,3.63,14.67,20.94,21.51,19.65,1,1
95,95,2020-07-09,10,0,0.75,8,0,0.0,494,421,85.22,65.1,120,25,44,51,100,51,30,19,202,99,49.01,4,0,0.0,25,3,12.0,6,0,0.0,25,4,16.0,12,3,25.0,1,0,0.0,0,0,0,22,8,36.36,4,9,23,0,10,16,48,12,25.0,0,0,8,3,37.5,72,46,63.89,45,24,53.33,6,2,33.33,61,30,14,2,0,152,117,76.97,80,76,95.0,183,164,89.62,58,40,68.97,56,43,76.79,86,69,80.23,8,2,25.0,18,15,83.33,1,15.25,4.49,11.74,20.87,21.24,5.5,0,0
96,96,2020-07-06,6,1,0.87,12,2,16.67,403,345,85.61,48.78,101,21,38,42,62,25,26,11,179,92,51.4,8,0,0.0,35,7,20.0,1,0,0.0,31,3,9.68,5,1,20.0,5,1,20.0,0,0,0,7,3,42.86,2,2,14,3,4,10,58,33,56.9,2,0,11,3,27.27,55,34,61.82,37,16,43.24,5,3,60.0,46,17,14,3,0,133,101,75.94,68,62,91.18,148,136,91.89,37,23,62.16,51,41,80.39,83,63,75.9,4,0,0.0,25,24,96.0,8,18.01,4.15,9.18,22.49,20.08,11.88,1,1
97,97,2020-07-02,6,1,1.3,8,2,25.0,612,520,84.97,64.05,111,20,37,54,103,56,33,14,237,109,45.99,3,1,33.33,32,3,9.38,5,0,0.0,28,3,10.71,6,2,33.33,5,0,0.0,0,0,0,23,5,21.74,5,11,42,7,12,30,78,36,46.15,1,3,7,4,57.14,62,33,53.23,45,20,44.44,3,0,0.0,36,15,13,0,0,178,131,73.6,67,61,91.04,294,267,90.82,51,27,52.94,63,42,66.67,82,62,75.61,12,2,16.67,21,21,100.0,7,17.53,5.83,8.33,16.44,20.48,6.43,0,-1
98,98,2020-06-23,6,2,2.36,14,4,28.57,630,562,89.21,66.05,90,7,27,56,90,45,29,16,199,96,48.24,7,3,42.86,27,7,25.93,10,4,40.0,25,3,12.0,9,1,11.11,0,0,0.0,0,0,0,20,7,35.0,6,11,32,3,8,28,63,23,36.51,3,0,7,1,14.29,59,33,55.93,54,29,53.7,6,5,83.33,41,12,12,2,0,186,147,79.03,77,76,98.7,263,247,93.92,38,18,47.37,76,53,69.74,69,55,79.71,9,6,66.67,11,10,90.91,8,17.78,6.92,6.03,17.28,18.53,9.77,1,1
99,99,2020-06-19,2,1,0.49,10,3,30.0,340,267,78.53,38.73,111,24,53,34,70,41,24,5,198,86,43.43,6,1,16.67,22,4,18.18,3,1,33.33,34,2,5.88,7,2,28.57,3,0,0.0,0,0,0,7,2,28.57,2,5,12,1,3,8,79,31,39.24,1,1,12,7,58.33,68,34,50.0,28,13,46.43,3,1,33.33,46,18,17,0,0,124,87,70.16,51,45,88.24,103,88,85.44,49,28,57.14,45,28,62.22,74,48,64.86,5,3,60.0,24,18,75.0,7,17.13,2.76,14.41,22.66,20.27,17.83,1,0
100,100,2020-03-07,12,1,1.04,11,2,18.18,464,365,78.66,53.9,140,30,70,40,98,51,41,6,215,112,52.09,8,1,12.5,26,6,23.08,4,0,0.0,31,4,12.9,5,3,60.0,3,0,0.0,1,1,100,16,3,18.75,3,9,22,1,8,14,52,23,44.23,0,1,19,8,42.11,80,53,66.25,47,19,40.43,4,1,25.0,48,28,11,4,0,169,117,69.23,53,49,92.45,165,137,83.03,67,32,47.76,48,33,68.75,90,58,64.44,2,2,100.0,19,17,89.47,9,17.2,3.63,14.44,22.46,20.11,8.71,0,0
101,101,2020-03-01,11,2,1.92,12,4,33.33,583,510,87.48,60.08,107,15,30,62,81,36,32,13,230,106,46.09,3,0,0.0,37,10,27.03,3,0,0.0,24,2,8.33,4,1,25.0,3,0,0.0,0,0,0,22,8,36.36,7,9,32,2,13,17,77,33,42.86,0,3,13,4,30.77,81,43,53.09,36,19,52.78,6,2,33.33,38,17,12,3,0,171,135,78.95,91,87,95.6,260,237,91.15,47,29,61.7,67,49,73.13,68,55,80.88,10,2,20.0,23,20,86.96,9,18.56,5.07,8.06,15.04,20.47,8.56,1,-1
102,102,2020-02-22,1,1,0.31,5,3,60.0,524,441,84.16,50.27,134,27,64,43,84,33,46,5,222,108,48.65,2,1,50.0,20,0,0.0,1,0,0.0,28,4,14.29,5,3,60.0,2,0,0.0,0,0,0,7,1,14.29,1,5,16,1,6,6,83,28,33.73,0,2,17,7,41.18,76,49,64.47,24,14,58.33,5,5,100.0,25,13,14,2,0,168,114,67.86,85,80,94.12,184,172,93.48,46,20,43.48,59,43,72.88,83,53,63.86,6,2,33.33,30,22,73.33,9,18.6,4.72,8.78,17.78,17.87,14.54,0,-1
103,103,2020-02-16,6,3,4.49,23,10,43.48,353,285,80.74,44.27,109,24,34,51,76,35,33,8,235,122,51.91,4,1,25.0,29,12,41.38,6,3,50.0,23,7,30.43,7,3,42.86,1,2,200.0,1,0,0,8,2,25.0,3,11,27,10,4,30,73,34,46.58,1,2,14,5,35.71,82,53,64.63,40,20,50.0,4,2,50.0,52,28,10,0,0,140,99,70.71,34,31,91.18,112,100,89.29,46,22,47.83,64,41,64.06,69,52,75.36,9,5,55.56,19,15,78.95,6,16.81,3.21,13.03,14.65,19.05,9.47,0,1
104,104,2020-02-02,2,2,0.6,3,3,100.0,322,263,81.68,34.31,104,33,39,32,66,38,24,4,176,80,45.45,0,0,0.0,11,3,27.27,4,0,0.0,21,0,0.0,2,1,50.0,2,0,0.0,0,0,0,4,0,0.0,0,3,12,2,1,7,58,23,39.66,2,0,18,6,33.33,61,38,62.3,21,9,42.86,7,4,57.14,57,20,8,2,0,123,86,69.92,52,52,100.0,100,87,87.0,47,25,53.19,37,22,59.46,56,37,66.07,9,7,77.78,11,9,81.82,7,16.09,3.46,14.6,17.24,20.71,21.94,1,1
105,105,2020-01-22,6,2,2.25,15,3,20.0,447,382,85.46,48.0,110,13,37,60,77,27,33,17,201,92,45.77,4,0,0.0,35,8,22.86,2,0,0.0,24,6,25.0,7,1,14.29,1,0,0.0,0,0,0,8,2,25.0,2,13,29,3,6,19,61,18,29.51,1,1,12,2,16.67,68,41,60.29,34,21,61.76,5,4,80.0,47,12,11,0,0,144,113,78.47,77,75,97.4,144,127,88.19,47,27,57.45,61,45,73.77,70,57,81.43,4,4,100.0,24,21,87.5,11,17.47,4.3,10.51,15.97,18.54,7.42,1,1
106,106,2020-01-18,10,0,1.98,15,5,33.33,471,396,84.08,53.39,116,44,33,39,78,43,29,6,272,125,45.96,5,1,20.0,27,9,33.33,3,1,33.33,27,5,18.52,3,0,0.0,0,0,0.0,0,0,0,12,5,41.67,4,12,26,6,4,19,71,34,47.89,3,0,14,2,14.29,77,46,59.74,55,16,29.09,5,2,40.0,59,21,13,3,0,167,126,75.45,59,57,96.61,166,146,87.95,59,29,49.15,67,50,74.63,86,57,66.28,7,4,57.14,17,15,88.24,12,18.21,4.53,12.53,16.5,18.94,7.55,0,0
107,107,2020-01-11,2,0,1.39,13,4,30.77,363,292,80.44,35.69,116,34,49,33,75,49,19,7,180,86,47.78,5,3,60.0,18,10,55.56,4,2,50.0,19,1,5.26,4,1,25.0,2,0,0.0,0,0,0,5,2,40.0,2,5,16,5,3,12,55,20,36.36,2,1,13,7,53.85,73,40,54.79,20,8,40.0,8,6,75.0,58,30,3,0,0,125,80,64.0,33,31,93.94,133,121,90.98,47,20,42.55,38,21,55.26,59,32,54.24,7,1,14.29,13,11,84.62,7,16.63,3.49,12.95,16.64,18.97,33.27,1,-1
108,108,2020-01-01,6,0,1.18,9,4,44.44,463,353,76.24,55.55,173,31,68,74,112,49,42,21,230,124,53.91,5,2,40.0,32,4,12.5,4,0,0.0,35,4,11.43,9,1,11.11,4,1,25.0,0,0,0,19,6,31.58,6,4,32,3,18,10,94,42,44.68,4,1,12,3,25.0,63,47,74.6,43,20,46.51,4,3,75.0,45,13,7,4,0,182,113,62.09,50,48,96.0,162,137,84.57,77,30,38.96,72,38,52.78,87,56,64.37,9,2,22.22,31,29,93.55,5,17.14,3.43,16.63,17.27,20.65,7.93,0,-1
109,109,2019-12-28,5,2,2.36,15,7,46.67,533,447,83.86,58.36,117,19,45,53,100,40,45,15,208,111,53.37,10,5,50.0,33,8,24.24,8,3,37.5,25,3,12.0,6,0,0.0,1,0,0.0,1,1,100,17,2,11.76,3,18,33,8,6,20,78,37,47.44,3,2,4,3,75.0,60,36,60.0,34,18,52.94,1,1,100.0,36,15,10,3,0,166,120,72.29,79,76,96.2,191,173,90.58,43,19,44.19,92,68,73.91,84,67,79.76,11,1,9.09,22,20,90.91,4,17.28,4.8,8.07,19.69,18.88,9.33,0,0
110,110,2019-12-26,11,2,1.1,11,4,36.36,482,389,80.71,53.54,114,14,39,61,87,34,38,15,194,95,48.97,4,0,0.0,24,5,20.83,4,2,50.0,25,1,4.0,9,1,11.11,3,0,0.0,0,0,0,12,4,33.33,4,10,32,3,8,22,70,33,47.14,5,1,11,5,45.45,72,43,59.72,28,7,25.0,11,6,54.55,49,9,10,4,0,165,103,62.42,58,55,94.83,179,163,91.06,51,18,35.29,58,38,65.52,86,56,65.12,9,3,33.33,20,18,90.0,9,17.18,4.97,10.58,18.16,18.44,7.1,1,1
111,111,2019-12-22,10,0,0.29,4,0,0.0,427,351,82.2,44.58,113,20,44,49,82,33,35,14,232,117,50.43,1,0,0.0,25,4,16.0,0,0,0.0,21,0,0.0,3,0,0.0,2,0,0.0,0,0,0,13,3,23.08,3,6,19,2,5,13,65,22,33.85,0,2,11,3,27.27,85,56,65.88,26,13,50.0,5,3,60.0,39,28,8,4,1,132,90,68.18,45,42,93.33,183,164,89.62,49,21,42.86,53,27,50.94,58,38,65.52,5,2,40.0,26,22,84.62,7,16.4,4.4,11.48,16.32,20.45,16.71,1,-1
112,112,2019-12-15,6,2,0.9,8,4,50.0,340,270,79.41,41.18,123,35,56,32,80,38,37,5,229,120,52.4,1,0,0.0,17,6,35.29,2,0,0.0,21,2,9.52,2,1,50.0,4,0,0.0,0,0,0,8,1,12.5,2,8,23,6,4,13,65,31,47.69,1,1,17,5,29.41,86,46,53.49,34,20,58.82,8,3,37.5,69,38,10,4,0,148,103,69.59,51,49,96.08,96,81,84.38,45,23,51.11,40,24,60.0,64,43,67.19,6,2,33.33,17,12,70.59,7,16.52,3.3,13.24,14.58,19.35,10.56,0,1
113,113,2019-12-07,6,5,2.6,13,7,53.85,451,374,82.93,48.26,109,17,53,39,101,55,37,9,220,112,50.91,5,2,40.0,22,8,36.36,7,4,57.14,13,1,7.69,1,0,0.0,3,1,33.33,0,0,0,3,0,0.0,0,5,19,5,1,13,61,27,44.26,1,0,7,1,14.29,75,47,62.67,56,27,48.21,4,2,50.0,33,16,12,1,0,163,113,69.33,71,67,94.37,151,138,91.39,59,33,55.93,43,24,55.81,72,46,63.89,9,4,44.44,13,12,92.31,7,17.16,4.65,13.08,17.14,19.73,12.38,1,1
114,114,2019-12-04,2,1,0.98,8,5,62.5,490,395,80.61,56.07,117,29,36,52,93,43,33,17,189,99,52.38,3,1,33.33,31,5,16.13,1,0,0.0,17,2,11.76,3,0,0.0,1,0,0.0,0,0,0,17,2,11.76,3,6,23,2,10,13,65,32,49.23,1,2,12,7,58.33,63,32,50.79,27,16,59.26,6,5,83.33,48,21,9,1,0,160,111,69.38,57,55,96.49,195,173,88.72,54,27,50.0,68,45,66.18,90,62,68.89,10,3,30.0,28,24,85.71,6,15.6,4.34,11.02,19.24,21.37,8.46,0,-1
115,115,2019-11-30,2,3,2.07,12,5,41.67,468,391,83.55,58.9,105,23,29,53,83,36,26,21,232,138,59.48,3,0,0.0,27,6,22.22,10,4,40.0,25,3,12.0,4,1,25.0,0,0,0.0,0,0,0,11,3,27.27,3,13,31,7,7,26,62,32,51.61,1,2,18,6,33.33,75,51,68.0,53,34,64.15,7,2,28.57,46,23,10,0,0,149,105,70.47,67,65,97.01,188,165,87.77,45,26,57.78,59,45,76.27,73,49,67.12,12,5,41.67,9,5,55.56,10,14.71,5.09,9.62,14.66,19.71,8.2,1,1
116,116,2019-11-23,6,3,1.53,13,7,53.85,432,364,84.26,49.9,95,16,41,38,81,34,31,16,186,95,51.08,5,3,60.0,26,5,19.23,7,0,0.0,26,7,26.92,7,4,57.14,3,1,33.33,0,0,0,8,3,37.5,3,5,22,1,7,9,56,23,41.07,5,2,10,6,60.0,70,41,58.57,47,25,53.19,7,5,71.43,34,20,15,2,0,139,106,76.26,60,56,93.33,183,167,91.26,42,17,40.48,65,46,70.77,87,63,72.41,12,4,33.33,12,11,91.67,7,18.39,4.28,9.72,17.37,20.59,13.94,0,1
117,117,2019-11-09,6,1,1.1,18,6,33.33,569,492,86.47,57.98,116,26,38,52,85,41,25,19,206,107,51.94,10,2,20.0,32,8,25.0,3,1,33.33,26,9,34.62,4,3,75.0,1,0,0.0,0,0,0,17,6,35.29,5,5,23,1,9,18,81,31,38.27,1,1,14,4,28.57,69,45,65.22,32,21,65.63,5,1,20.0,42,15,6,2,0,185,140,75.68,67,63,94.03,241,224,92.95,34,17,50.0,65,46,70.77,79,55,69.62,18,9,50.0,27,25,92.59,10,18.46,5.37,5.98,20.77,19.35,9.95,1,0
118,118,2019-11-03,6,1,0.4,3,1,33.33,410,335,81.71,53.48,106,28,38,40,70,39,22,9,238,107,44.96,1,0,0.0,25,3,12.0,0,0,0.0,20,0,0.0,2,0,0.0,2,0,0.0,0,0,0,5,1,20.0,1,3,15,2,4,7,68,19,27.94,2,1,7,3,42.86,82,50,60.98,39,15,38.46,3,2,66.67,53,13,8,2,1,135,90,66.67,65,61,93.85,161,145,90.06,43,20,46.51,52,24,46.15,65,44,67.69,6,1,16.67,33,32,96.97,11,15.95,3.83,10.49,18.31,20.88,8.15,0,0
119,119,2019-10-27,8,1,1.19,10,4,40.0,282,205,72.7,31.97,114,39,37,38,75,44,23,8,189,89,47.09,2,1,50.0,18,5,27.78,4,2,50.0,16,3,18.75,3,1,33.33,3,1,33.33,0,0,0,8,2,25.0,1,5,14,1,1,14,55,20,36.36,4,2,21,13,61.9,56,40,71.43,37,12,32.43,4,1,25.0,50,23,11,3,0,100,58,58.0,24,19,79.17,116,102,87.93,38,18,47.37,36,23,63.89,69,35,50.72,8,1,12.5,23,18,78.26,8,16.89,2.74,13.48,19.69,22.39,33.9,0,-1
120,120,2019-10-19,12,1,1.46,12,2,16.67,665,569,85.56,64.37,133,12,38,83,106,38,43,25,219,94,42.92,6,1,16.67,50,8,16.0,5,1,20.0,23,2,8.7,11,2,18.18,2,0,0.0,0,0,0,34,9,26.47,9,16,46,1,23,17,85,29,34.12,5,1,7,2,28.57,50,28,56.0,42,19,45.24,7,3,42.86,26,8,5,4,0,203,157,77.34,85,81,95.29,265,233,87.92,34,15,44.12,82,61,74.39,106,83,78.3,4,2,50.0,30,29,96.67,4,17.84,6.1,5.11,17.88,19.12,9.54,1,0
121,121,2019-10-05,6,0,0.75,8,3,37.5,513,429,83.63,51.12,123,34,48,41,79,42,22,15,209,102,48.8,5,2,40.0,23,5,21.74,2,1,50.0,23,1,4.35,4,1,25.0,1,0,0.0,0,0,0,14,5,35.71,3,7,25,4,9,16,71,25,35.21,1,3,17,8,47.06,93,62,66.67,14,4,28.57,6,2,33.33,44,11,7,1,0,166,113,68.07,68,64,94.12,199,183,91.96,58,30,51.72,60,42,70.0,79,46,58.23,1,0,0.0,27,22,81.48,8,17.67,5.08,11.31,21.89,18.65,13.86,0,-1
122,122,2019-09-28,13,2,0.61,8,3,37.5,336,285,84.82,44.45,105,32,32,41,79,45,23,11,227,101,44.49,3,0,0.0,21,3,14.29,5,2,40.0,29,3,10.34,6,1,16.67,2,0,0.0,0,0,0,8,2,25.0,2,10,15,5,5,20,93,29,31.18,2,1,15,8,53.33,62,41,66.13,31,17,54.84,3,1,33.33,40,21,5,1,1,119,94,78.99,55,49,89.09,115,104,90.43,45,29,64.44,41,32,78.05,71,56,78.87,3,2,66.67,17,12,70.59,8,14.97,3.2,13.39,22.35,21.31,25.73,1,1
123,123,2019-09-21,13,1,1.67,11,5,45.45,478,385,80.54,57.1,135,23,47,65,99,40,46,13,215,106,49.3,2,1,50.0,37,8,21.62,2,1,50.0,30,2,6.67,2,0,0.0,4,1,25.0,0,0,0,18,4,22.22,4,16,39,5,11,24,81,36,44.44,3,2,17,8,47.06,74,39,52.7,22,15,68.18,9,3,33.33,51,10,13,2,0,187,136,72.73,56,54,96.43,149,128,85.91,53,30,56.6,81,60,74.07,95,76,80.0,6,4,66.67,21,16,76.19,11,17.01,4.12,11.09,16.05,18.87,6.54,0,-1
